date,station,pms_ls,pms_rtt,pms_topp,ago_ls,ago_rtt,ago_topp,pmscl_stock,pms_prod,agocl_stock,ago_prod,pms_var,ago_var,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,ccoast,873.71,,72,119.46,,,14450,9000,1950,,51.71,9.46,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,jukw,1377.87,50,144,410.91,50,,25800,18000,8090,,-26.13,-29.09,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,ankwant,1073.33,,,354.51,,,3930,,6880,,13.33,4.51,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,elub,9032.26,,,2382.49,,,19180,,20500,,22.26,-57.51,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,tako,744.01,,,205.1,,,9400,,460,,-45.99,15.1,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,daboa,107.17,,,63.17,,,4480,,5600,,-12.83,23.17,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,esip,145.37,,,126.96,,,1520,,3290,,-4.63,6.96,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,bawd,831.86,,,1536.78,,,7470,,14760,,11.86,36.78,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,debi,1565.58,40.46,,628.89,50.59,,30000,30000,330,,-174.88,-11.7,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,anymame,3439.04,,,2309.01,,,13030,,17230,,59.04,19.01,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,tetr,829.43,,,542.98,,,3070,,7970,,-30.57,2.98,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.12.JUNE,abokai,3871.56,,,1019.19,,,18900,,6180,,-148.44,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,odor,258.34,,,282.38,,,1980,,2150,,-1.66,2.38,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,shuk1,150.32,,,10.25,,,5510,,1080,,0.32,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,shuk2,156.95,,,27.99,,,5450,,480,,-13.05,-12.01,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,agbo,273.88,,,89.6,,,8180,,2020,,-36.12,9.6,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,nmai,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,oyib,618.89,,,1096.13,,,5290,,15100,,-11.11,6.13,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,danf,575.86,,,226.26,,,9880,,1220,,5.86,-3.74,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,TAIF,706.66,,,171.481,,,9570,,1300,,16.66,-8.519,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,kata,463.6,,,227.54,,,8610,,3310,,-16.4,17.54,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,botw,898.16,,72,1257.71,,,19330,9000,18240,9000,56.16,-32.29,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,asha,556.89,,,1320.65,,,8110,,13520,,6.89,40.65,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ayik,324.1,,,0,,,2730,,270,,14.1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,odum,351.36,,,213.86,,36,1150,,5790,4500,-18.64,-32.14,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ashal1,44.13,,,3.94,,,1400,,960,,-15.87,3.94,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ashal2,635.17,,,389.54,,72,5680,,10400,9000,-14.83,-2.46,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,nurse,6.42,,,42.97,,,3160,2250,1430,,-53.58,2.97,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,mayer,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,borts,0,,,17.02,,,510,,2880,,0,-2.98,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ablek,188.08,,,75.02,,36,4010,,4710,4500,-21.92,-350.98,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,danch,220.96,,,13.09,,,1690,,450,,0.96,3.09,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,aman,417.54,,,89.91,,,10530,,2130,,-2.46,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,bego,900.73,,,618.43,,,19870,,6590,,-9.27,28.43,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,teach,45.39,,,577.28,,,4360,,4200,,5.39,-32.72,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,asiak,556.3,,,895.5,,,11080,,15370,,-3.7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,adeis,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,kofo,172.92,,,392.74,,,4060,,3130,,-17.08,22.74,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ason,333.2,30.08,,287.67,30.1,,8860,,3910,,-6.88,-42.43,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,akiman,289.51,30.27,,62.56,20.18,,3300,,4670,,-0.76,-7.62,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,asonk,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ynkrum,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,essien,278.61,,,279.85,,,7390,4500,2120,,-1.39,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,tred,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,paky,306.14,,,229.765,,,9700,,9700,,16.14,-10.235,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,obua,276.4,,,229.52,,,18100,,6990,,6.4,9.52,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,akapo,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,konko,389.97,,,136.63,,,1870,,1330,,9.97,6.63,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,kodi,263.64,,,483.05,,,3720,,3110,,-36.36,23.05,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,hema,585.39,,,799,,160,14750,,20900,20000,5.39,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,toas,5968.77,,,7177.28,,160,13540,,51590,20000,48.77,-192.72,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,otaf,146.98,,,166.7,,,4300,,4960,,-3.02,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,aboab,126.52,,,0,,,8170,,860,,-13.48,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,asuos,425.23,,,462.32,,,13740,,8180,,5.23,32.32,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,akrop,138.9,,,657.25,,,2790,,1110,,18.9,-12.75,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,tep,199.36,,,117.76,,,1450,,5300,,19.36,-12.24,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,anyi,621.53,,,288.96,,,1700,,5300,,11.53,18.96,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ahen,63.27,,,1684.11,,,1500,,8880,,3.27,-5.89,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,abof1,1712.07,,72,3621.88,,,16000,9000,11350,,40.07,11.88,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,abof2,436.93,,,857.66,,,4530,,9190,,-13.07,7.66,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,nyin,504.59,,,2025.26,,,5440,,18200,,14.59,-14.74,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,adank,7.47,,,0,,,590,,960,,-2.53,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,aboas,738.26,,,1225.352,,,18020,,7370,,-11.74,15.352,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,atagogo,149.58,50.65,,227.07,40.51,,4010,,4860,,-1.07,-3.44,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,wiam,1368.46,,72,376.07,,,12110,9000,9150,,-103.54,26.07,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,agon,1429.438,,144,619.426,,,21540,18000,9580,,-234.562,19.426,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,droman,123.54,,36,14.76,,,4920,4500,3350,,-92.46,4.76,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ejur,262.16,,,0,,,9850,,940,,2.16,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,agon2,424.42,,,113.33,,,3810,,8960,,4.42,-6.67,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,kube,101.06,40.45,,212.33,30.36,,3970,,5280,,-39.39,-18.03,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,suny,223.25,40.59,,93.07,50.7,,7460,,9040,,12.66,2.37,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,yawh,455.07,,,62.12,11.83,,3870,,10200,,5.07,-9.71,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,mantuk,69.77,,,561.49,,,680,,2260,,-0.23,11.49,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,drob,101.5,,,183.39,,,500,,5950,,1.5,3.39,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,afrisi,317.96,,,349.03,,,1160,,5490,,7.96,9.03,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ntrotr,1637.07,37.47,,170.8,,,15210,,26010,,-10.4,20.8,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,chira,249.73,,36,386.82,,,7350,4500,5900,,-116.27,6.82,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,nsoatr,792.47,,,399.5,,,12720,,1610,,2.47,9.5,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,tnkwae,226.39,,,51.26,,,2700,,9830,,16.39,1.26,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,tforik,399.54,,,62.31,,,11260,,2660,,-0.46,22.31,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,wkoase,473.19,,108,272.08,,,14810,13500,3600,,-224.81,2.08,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,mks1,190.73,,,360.82,,,1900,,3250,,-9.27,10.82,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,mks2,159.61,23.1,,92.71,21.38,,10170,,3010,,-23.49,-28.67,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,mks3,304.03,40,,690.64,40,,9330,,25520,18000,-55.97,-29.36,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,mks4,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,salt1,214.78,,,171.13,,18,2590,,4200,2250,-5.22,43.13,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,salt2,279.58,,,129.73,,,10400,,2300,,29.58,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,afosu,142.87,,,108.83,,,5720,,1490,,52.87,-1.17,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,asik,1707.43,,,260.44,,,21550,,8150,,-12.57,10.44,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ajuk,865.16,,,187.27,,,10140,,3100,,35.16,7.27,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,jamr,917.21,,,123.39,,,19800,,4550,,-12.79,3.39,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,kunt,584.31,,,233.43,,36,5350,,5490,4500,4.31,7.43,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,kas1,369.7,,,148.87,,,4270,,2500,,-0.3,-1.13,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,kas2,114.93,,,59.69,,,2300,,1770,,-5.07,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,kas3,411.88,,,77.63,11.45,,3290,,4980,4500,11.88,-33.82,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,fett,1003.07,,144,2605.77,,,34240,18000,30600,,-40.93,25.77,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,apajn,578.73,,,1089.93,,,14030,,5910,,8.73,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,eshie,826.87,,,75.72,,,3350,,3020,,-3.13,-4.28,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,swed,264.96,,,193.73,,36,1370,,5780,4500,4.96,17.73,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ccoast,857.03,,,124.06,,,13620,,6350,4500,27.03,24.06,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,jukw,1308.61,,,705.32,,,24480,,7390,,-11.39,5.32,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,ankwant,191.71,,,44.17,,,3750,,6820,,11.71,-15.83,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,elub,7617.82,11.29,,1437.69,,,11400,,19060,,-173.47,-2.31,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,tako,617.88,,,232.9,,,8800,,6990,6750,17.88,12.9,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,daboa,132.25,,,776.5,,,4320,,4800,,-27.75,-23.5,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,esip,105.98,,,78.86,,,1420,,3200,,5.98,-11.14,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,bawd,852.08,,,1034.48,,,6600,,13780,,-17.92,54.48,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,debi,2249.85,,,677.13,,270,27720,,33670,34000,-30.15,-252.87,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,anymame,1904.58,,,709.98,,,11130,,16520,,4.58,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,tetr,539.46,,,650.14,,,2540,,7320,,9.46,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.13.JUNE,abokai,4187.6,,54,1094.94,,,21520,6750,5080,,3.6,-5.06,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,odor,288.43,,18,223.07,,,3960,2250,1940,,0.43,13.07,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,shuk1,220.25,,,28.4,,,5290,,1050,,0.25,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,shuk2,209.02,,,40.21,,,5250,,430,,9.02,-9.79,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,agbo,265.57,,,104.86,,,7920,,1900,,5.57,-15.14,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,nmai,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,oyib,628.71,,144,450.34,,,22820,18000,14650,,14.71,0.34,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,danf,453.46,,,234.33,,,9430,,980,,3.46,-5.67,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,TAIF,878.73,,,120.146,,,8680,,1190,,-11.27,10.146,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,kata,348.39,,,390.25,,,8270,,2920,,8.39,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,botw,912.6,,,779.86,,,18450,,17450,,32.6,-10.14,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,asha,613.93,30,,637.66,20,,7540,,12950,,13.93,47.66,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ayik,295.32,,,0,,,2440,,270,,5.32,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,odum,405.67,,36,85.04,,,5190,4500,5690,,-90.33,-14.96,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ashal1,73.85,,,0,,,1330,,960,,3.85,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ashal2,565.29,,72,234.02,,,14150,9000,10180,,-36.71,14.02,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,nurse,82.59,,18,15.78,,,3100,,1420,,4.59,5.78,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,mayer,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,borts,0,,,19.71,,,510,,2850,,0,-10.29,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ablek,163.17,40.02,,157.73,,,3890,,4560,,3.15,7.73,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,danch,153.46,,,0,,,1530,,450,,-6.54,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,aman,494.96,,,125.38,,,9990,,1980,,-45.04,-24.62,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,bego,432.96,40.36,,388.78,30.25,,19430,,6240,,-47.4,8.53,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,teach,119.77,,,148.1,,,4230,,4080,,-10.23,28.1,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,asiak,570.68,,,1037.12,,,10500,,14360,,-9.32,27.12,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,adeis,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,kofo,58.84,,,226.36,141.38,,3990,,3000,,-11.16,-45.02,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ason,346.83,,,393.63,,,8460,,3520,,-53.17,3.63,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,akiman,213.24,,,63,,,3080,,4600,,-6.76,-7,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,asonk,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ynkrum,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,essien,385.1,,,216.57,,,7010,,1900,,5.1,-3.43,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,tred,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,paky,382.18,,,62.509,,,9330,,9630,,12.18,-7.491,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,obua,237.56,29.65,,694.01,,,17900,,6310,,7.91,14.01,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,akapo,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,konko,68,,,420.7,,36,1810,,5430,4500,8,-15.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,kodi,283.27,40.68,,368.54,40.44,,3460,,11750,9000,-17.41,-31.9,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,hema,1104.19,30.14,,326.12,32.61,,13680,,20600,,4.05,-6.49,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,toas,6090.01,,,7882.68,,,7510,,43780,,60.01,72.68,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,otaf,226.61,40.33,,163.46,40.36,,4110,,4840,,-3.72,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,aboab,146.14,49.6,,0,,,8070,,860,,-3.46,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,asuos,443.83,,,73.75,,,13320,,8110,,23.83,3.75,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,akrop,212.91,,,409.54,,72,2590,,9680,9000,12.91,-92.46,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,tep,266.22,50.7,,117.51,50.8,,1220,,5230,,-14.48,-3.29,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,anyi,360.09,50.6,,147.06,50.4,,1360,,5200,,-30.51,-3.34,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ahen,70.2,30.37,,1648.45,70.79,144,1440,,25490,18000,-20.17,43.66,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,abof1,728.57,,,4010.71,,72,15260,,16430,9000,-11.43,18.71,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,abof2,271.98,,,694.73,,,4250,,8500,,-8.02,4.73,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,nyin,447.66,,,1569.4,,,5000,,16650,,7.66,19.4,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,adank,8.69,,,0,,,580,,960,,-1.31,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,aboas,1086.49,,,1100.007,,72,16910,,15350,9000,-23.51,8.007,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,atagogo,276.53,,,123.85,8.92,,3740,,4740,,6.53,-5.07,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,wiam,940.29,,,334.52,,,11170,,8820,,0.29,4.52,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,agon,1912.356,,,463.738,,,19610,,9130,,-17.644,13.738,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,droman,144.42,,,99.62,,,4790,,3240,,14.42,-10.38,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ejur,224.82,,,0,,,9620,,940,,-5.18,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,agon2,381.38,,,261.04,,,3440,,8700,,11.38,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,kube,306.52,,,242.11,,,3690,,5050,,26.52,12.11,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,suny,251.26,,,165.62,,,7210,,8870,,1.26,-4.38,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,yawh,434.64,10.1,,186.97,,,3440,,10030,,-5.46,16.97,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,mantuk,118.5,20.23,,151.95,30.38,,580,,2140,,-1.73,1.57,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,drob,0,,,152.04,30.33,,500,,5830,,0,1.71,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,afrisi,296.65,,,262.35,,,870,,5230,,6.65,2.35,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ntrotr,1074.26,,,215.55,,,14120,,25820,,-15.74,25.55,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,chira,278.23,,,512.29,,144,7080,,23430,18000,8.23,-101.71,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,nsoatr,982.92,40.47,,829.34,30.38,144,11780,,18790,18000,2.45,-165.04,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,tnkwae,211.57,,,23.66,,,2500,,9800,,11.57,-6.34,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,tforik,251.06,,,2.37,,,11020,,2660,,11.06,2.37,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,wkoase,885.21,,,1071.03,,,13910,,2500,,-14.79,-28.97,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,mks1,304.21,,,575.17,,,1610,,2690,,14.21,15.17,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,mks2,0,,,218.84,,,10170,,2800,,0,8.84,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,mks3,459.21,,,919.56,,,8900,,24610,,29.21,9.56,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,mks4,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,salt1,309.96,,,63.06,,,2260,,4190,,-20.04,53.06,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,salt2,314.36,,,54.8,,,10090,,2250,,4.36,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,afosu,294.86,40.39,,146.86,40.26,36,5420,,5880,4500,-45.53,-39.4,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,asik,1811.73,,,361.23,,,19780,,7800,,41.73,11.23,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ajuk,895.52,,,447.93,,,9250,,2650,,5.52,-2.07,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,jamr,1344.12,,,203.94,,,18470,,4350,,14.12,3.94,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,kunt,598.62,,,114.37,,,4750,,5380,,-1.38,4.37,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,kas1,329.82,,,43.38,,,3940,,2460,,-0.18,3.38,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,kas2,137.83,,,5.52,,,2150,,1770,,-12.17,5.52,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,kas3,402.83,,,303.12,,,2890,,4690,,2.83,13.12,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,fett,1175.15,,,3123.62,,,33040,,27450,,-24.85,-26.38,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,apajn,538.28,10,,463.2,10,,13500,,5450,,-1.72,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,eshie,906.95,,,74.38,,,2470,,2950,,26.95,4.38,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,swed,289.04,,,200.53,,,1070,,5590,,-10.96,10.53,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ccoast,1063.92,40,,150.07,40,,12540,,6180,,-56.08,-59.93,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,jukw,1745.86,,,445.24,,,22750,,6930,,15.86,-14.76,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,ankwant,226.99,,,209.84,,,3520,,6620,,-3.01,9.84,,,,,,,,,,,,,,,,,,,,,,,,,
Sat.14.JUNE,elub,6248.98,,,1644.83,,,5020,,17440,,-131.02,24.83,,,,,,,,,,,,,,,,,,,,,,,,,
